"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
1.45508891728907,8.90100911927948,5.47134991181396,7.2949985474269e-06,0.152806739480566,3.08006625892891,"KCNJ16"
-3.0034404926772,6.21060848177555,-5.20409110833029,1.52073075754464e-05,0.152806739480566,2.51254343064576,"SST"
1.05933192554088,11.0003800463001,5.07892736434971,2.14636304167852e-05,0.152806739480566,2.24468103935726,"SASH1"
-1.89623756106019,8.10831565184261,-4.79577504248596,4.68070364927207e-05,0.191254552726606,1.63505712095617,"TAC1"
-1.39493483510736,10.7150030021467,-4.7350351725618,5.53205970835383e-05,0.191254552726606,1.50379909358303,"CREG2"
1.11214588710922,9.92520794320339,4.64595946845604,7.06702502948731e-05,0.191254552726606,1.31110855249209,"AK4"
2.02592352874704,3.70341060766719,4.52988730716567,9.71889195135008e-05,0.191254552726606,1.05979480364656,"CCDC38"
1.11204689633644,10.3165049650615,4.46597244572498,0.000115795401497793,0.191254552726606,0.92136855956071,"COLCA1"
1.01040608746026,10.0640970363939,4.42595838615331,0.000129200705013472,0.191254552726606,0.834712371779167,"ERBIN"
-1.10236861705754,8.15470770131785,-4.41822895057587,0.000131962180290049,0.191254552726606,0.817974654757778,"TRUB1"
-1.65004462115455,5.91798692461036,-4.41765814993213,0.000132168413188216,0.191254552726606,0.816738638185593,"CISH"
0.864686898893481,10.3008381760351,4.41684889745557,0.000132461347459091,0.191254552726606,0.81498628199666,"PSAT1"
1.96979591410789,3.57723183537822,4.41217771621635,0.00013416484860493,0.191254552726606,0.804871442576662,"HTR1B"
2.00039667696759,3.54508715462317,4.36520255429727,0.0001525496633571,0.191254552726606,0.703169262033041,"CD52"
2.49126799859568,5.50022272317876,4.33674804311923,0.00016487735956287,0.191254552726606,0.641583399311253,"PSPHP1"
0.866019028862361,8.62839886951755,4.33116489548773,0.000167409479682102,0.191254552726606,0.629501482602433,"HNRNPUL1"
0.918108019786013,11.5975857368569,4.32575699377542,0.000169898799073058,0.191254552726606,0.617799492439361,"CDK2AP1"
2.00700906172796,5.02540114587416,4.31710387463021,0.000173958327445844,0.191254552726606,0.599076759208353,"AHDC1"
1.36184243899065,10.440043483852,4.30971382683042,0.000177501167721703,0.191254552726606,0.583088438024335,"MT1F"
-2.1308171025482,5.82427775446593,-4.28288254810705,0.000190974622246557,0.191254552726606,0.525051803883455,"ADCYAP1"
-0.656138663808106,9.85196392308813,-4.27569760114991,0.000194751084896208,0.191254552726606,0.509514236240411,"ARMC1"
-2.17762949208219,5.98053151161684,-4.25119845691713,0.000208191510709305,0.191254552726606,0.456547107831158,"CDC37"
1.10831131061734,6.77476448462731,4.24409887443487,0.000212254906401971,0.191254552726606,0.441201704972978,"SLC25A48"
-0.816970225668797,9.88348535662391,-4.2395271336452,0.000214912878801318,0.191254552726606,0.431321083914557,"HSP90B1"
1.67090366325902,3.71685671006279,4.20254436519922,0.000237658208244756,0.196189844762511,0.35142253318469,"MYH16"
0.897972812525767,9.8907518404963,4.20073468914128,0.000238830225855665,0.196189844762511,0.347514312518681,"RHOQ"
-0.997922238001851,8.5161887902122,-4.15154015020918,0.00027296950398548,0.203698947872134,0.241330313018826,"SLC16A6"
1.34549245704441,9.44032515634036,4.14857157001976,0.000275177033491461,0.203698947872134,0.234926565160193,"KCNJ10"
-0.837630127917883,9.19320362110207,-4.13442830856291,0.000285938461811024,0.203698947872134,0.204423423201271,"ILF3"
0.891600187779472,8.60247196081414,4.13419319422123,0.000286120818249088,0.203698947872134,0.203916436278344,"MTMR10"
1.82963559893027,4.07363543187496,4.11073883225492,0.000304900113432754,0.210066342667638,0.153356232624168,"SLC4A2"
1.81269260431403,4.73260030267568,4.06069667407642,0.000349119651682557,0.221462981708268,0.0455907094602503,"POU2AF2"
-0.730672060188731,8.41103097945037,-4.05955051939122,0.000350203087726614,0.221462981708268,0.0431243415258038,"HMGB3"
-1.84550106571602,8.39676291227399,-4.05708072434995,0.000352548992325177,0.221462981708268,0.0378099789467301,"CD200"
0.968336622207778,9.64495445002731,3.98397091724796,0.000429442433769085,0.256684819511364,-0.119306917866561,"DDR1"
0.664666552983194,10.8845810796615,3.98120403078956,0.000432655375147912,0.256684819511364,-0.125245163087497,"RPL35A"
0.696679713761384,9.29766310700898,3.93285988812986,0.000492756793245969,0.260417376434782,-0.228898111673786,"TFE3"
-1.73649212733474,3.63401397410793,-3.89761000793914,0.000541671171543884,0.260417376434782,-0.304346397323144,"KLHL31"
1.54841784752271,3.68366505448707,3.89317117066839,0.000548158642079625,0.260417376434782,-0.313838993362464,"XAGE3"
-0.931753578398668,7.69798773182652,-3.88713451057969,0.00055710372353855,0.260417376434782,-0.326745546236589,"BEND5"
1.0838327846181,7.93326593820185,3.86985080267967,0.000583513124919683,0.260417376434782,-0.363678902066241,"PAX6"
1.58150916642877,3.04423156921296,3.85958881001172,0.000599769607460667,0.260417376434782,-0.385593522890365,"ASB11"
-0.821044790709712,10.3871683777455,-3.84277815041663,0.000627363381217188,0.260417376434782,-0.421469564894186,"HTR2A"
0.833783532137266,10.523894409652,3.83892640821564,0.000633858711595254,0.260417376434782,-0.429685504317471,"TPD52L1"
1.10528898990972,11.6161676537105,3.83767050711282,0.000635990778677335,0.260417376434782,-0.432364058349836,"HIPK2"
1.47662134492132,4.2098213552855,3.81408324971878,0.000677362194652812,0.260417376434782,-0.482638822339009,"CRADD-AS1"
-1.90349640211672,5.34758657481092,-3.80985020651769,0.000685060513450232,0.260417376434782,-0.491654843287849,"NUP155"
0.98039084795831,8.0140017902621,3.78627383973717,0.000729528147864223,0.260417376434782,-0.54183354575855,"GGCX"
0.761096060232363,8.77871163837622,3.77426961562459,0.000753241262746998,0.260417376434782,-0.567358098510497,"PPP1R26"
-0.901971684498055,7.18690128604034,-3.76336579163817,0.000775432336666742,0.260417376434782,-0.590528112077761,"RRP15"
-1.07059152937973,10.8815991047182,-3.75711002548845,0.000788450833390863,0.260417376434782,-0.603814819940026,"GPRASP2"
1.73194583205784,4.29107933339145,3.74854857312474,0.000806614074379514,0.260417376434782,-0.621990886596192,"OSR2"
-1.05192637944718,8.7638684156582,-3.72954597147777,0.000848400254953931,0.260417376434782,-0.662301192049812,"CEP41"
-1.42950695001499,7.76904863226081,-3.72004103429463,0.000870086697070256,0.260417376434782,-0.682446947689395,"DDX50"
-1.46575673313426,6.03521696202473,-3.71534608265768,0.000880997321871334,0.260417376434782,-0.692393636032737,"LOC728024"
0.937854351515455,10.9107716633799,3.71242548310435,0.000887851738760971,0.260417376434782,-0.698579754698454,"ZBTB7A"
-1.25049834367248,7.26456797305521,-3.70361968423611,0.000908834619247907,0.260417376434782,-0.717224561831891,"KBTBD7"
1.79470413175801,4.22537661534198,3.70268432619595,0.000911091645879056,0.260417376434782,-0.719204427120899,"UBL7-DT"
-1.12274065386384,8.66516316770812,-3.70177789223313,0.000913284093249598,0.260417376434782,-0.721122958696147,"MYSM1"
1.45941835375756,2.76352649174319,3.69437546773217,0.000931382394000311,0.260417376434782,-0.736786629828098,"IGHV3-73"
-0.955326951727308,9.79615574638648,-3.68608802605735,0.000952059466209453,0.260417376434782,-0.754314309587451,"XRCC6"
1.15814799067356,9.1622333767916,3.68228865814145,0.000961687789822699,0.260417376434782,-0.762346750067913,"PDGFRA"
-0.856791064859752,8.27581229833568,-3.6817289704089,0.000963114141563164,0.260417376434782,-0.763529848975653,"TM2D2"
-1.74923764156766,5.18915348653999,-3.67566384839192,0.000978703803828888,0.260417376434782,-0.776347893228505,"STARD5"
-1.61092626537698,5.43474624269498,-3.67372353328369,0.000983742865956822,0.260417376434782,-0.780447493978622,"DLEU1"
-0.875833247335175,8.29750970454837,-3.67076356888286,0.000991478723549018,0.260417376434782,-0.786700463055644,"CNOT8"
1.1316490433648,8.776591729558,3.66982615156126,0.000993940995090569,0.260417376434782,-0.788680518372018,"ZIC2"
-1.14239585335936,8.01758468163814,-3.66548634587152,0.00100541801322763,0.260417376434782,-0.797845661496364,"TMEM130"
0.71012759617423,10.7557108788795,3.6607355905356,0.0010181298470803,0.260417376434782,-0.807875665839617,"FYN"
