"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001937","negative regulation of endothelial cell proliferation","5/750","43/16355",0.116279069767442,2.53565891472868,2.21047765207293,0.0457562350611364,0.278959021496317,0.243523033733881,"ACVRL1/APOE/NR2F2/RGCC/CAV1",5
"GO:0038084","vascular endothelial growth factor signaling pathway","5/750","43/16355",0.116279069767442,2.53565891472868,2.21047765207293,0.0457562350611364,0.278959021496317,0.243523033733881,"FOXC1/PDGFRA/ADGRG1/PGF/DCN",5
"GO:0051938","L-glutamate import","5/750","43/16355",0.116279069767442,2.53565891472868,2.21047765207293,0.0457562350611364,0.278959021496317,0.243523033733881,"KCNJ10/SLC1A3/SLC25A18/SLC7A11/ATP1A2",5
"GO:0044772","mitotic cell cycle phase transition","28/750","436/16355",0.0642201834862385,1.40042813455657,1.85789291724603,0.045928919420758,0.278959021496317,0.243523033733881,"ZFP36L1/NFIA/ZFP36L2/KANK2/EGFR/CDK10/ID4/MUC1/EPS8/MAP3K20/GPNMB/KLF4/RGCC/KMT2E/BCL2/CTDSP2/TCF3/LATS2/TPD52L1/FAM107A/NFIB/PIDD1/ZWINT/MAD2L1/ABRAXAS1/RAD51C/DNM2/ID2",28
"GO:0006195","purine nucleotide catabolic process","11/750","135/16355",0.0814814814814815,1.77683950617284,1.98693428975736,0.0461712117163539,0.278959021496317,0.243523033733881,"ZBTB20/DDIT4/PPARA/KAT2B/SLC4A4/STAT3/NUDT18/ENO3/ZBTB7A/COL6A1/PDE4C",11
"GO:0045665","negative regulation of neuron differentiation","7/750","72/16355",0.0972222222222222,2.12009259259259,2.08815967071823,0.0465303645878164,0.278959021496317,0.243523033733881,"SOX2/NR2E1/ID4/SOX9/ASCL1/BMP7/REST",7
"GO:2000036","regulation of stem cell population maintenance","7/750","72/16355",0.0972222222222222,2.12009259259259,2.08815967071823,0.0465303645878164,0.278959021496317,0.243523033733881,"PTN/HDAC1/RBBP4/BMP7/SAV1/YAP1/REST",7
"GO:0048710","regulation of astrocyte differentiation","4/750","30/16355",0.133333333333333,2.90755555555556,2.29256664494346,0.0466704655751503,0.278959021496317,0.243523033733881,"NR2E1/ID4/QKI/ID2",4
"GO:0060441","epithelial tube branching involved in lung morphogenesis","4/750","30/16355",0.133333333333333,2.90755555555556,2.29256664494346,0.0466704655751503,0.278959021496317,0.243523033733881,"SOX9/CTSH/YAP1/LAMA1",4
"GO:0061036","positive regulation of cartilage development","4/750","30/16355",0.133333333333333,2.90755555555556,2.29256664494346,0.0466704655751503,0.278959021496317,0.243523033733881,"ACVRL1/SMAD1/SOX9/SOX5",4
