"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_APOPTOSIS",1.95249934464635e-05,8.8749970211198e-05,0.575610261071129,0.362547548469773,1.77699432922211,161,"CD44;EMP1;TXNIP;GSN;LEF1;TGFBR3;GADD45A;HGF;TGFB2;TAP1;DNAJC3;ATF3;XIAP;ERBB3;GADD45B;CDK2;IL6;PDGFRB;CASP4;CREBBP;LGALS3;MCL1;ANXA1;PMAIP1;PRF1;BMP2;TIMP3;JUN;CD69;RHOB;IRF1;TSPO;ROCK1;EREG;CASP7;BCL2L11;CAV1;CCND1;TNF;HMOX1;HMGB2;PDCD4;CDC25B;CDKN1A;CDKN1B;F2R;CASP6;GUCY2D;FASLG;ERBB2;BTG2;IFNGR1;BMF;CASP2;IER3"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.000189402880156961,0.000676438857703434,0.518848077743792,0.324217211957333,1.62835368614513,200,"CD44;SLC7A2;AFF1;IGF1R;TIPARP;GAB2;ELF1;RHOBTB3;SFN;TFAP2C;MYOF;TOB1;LRIG1;PAPSS2;SLC26A2;MED13L;BCL11B;SLC22A5;SEMA3B;CALCR;FOS;KLK10;RHOD;KLF4;UGCG;PODXL;PDLIM3;MAST4;PMAIP1;FKBP5;DLC1;BCL2;RETREG1;ADD3;NAV2;TPD52L1;SLC2A1;ELOVL5;TMEM164;NRIP1;RBBP8;ELOVL2"
"HALLMARK_ANDROGEN_RESPONSE",0.00106095831584504,0.00312046563483836,0.45505986738723,0.365744711844698,1.62800563370163,101,"ADAMTS1;NDRG1;LIFR;SCD;SGK1;SLC38A2;CDC14B;ITGAV;NKX3-1;LMAN1;SLC26A2;CDK6;TNFAIP8;FKBP5;RPS6KA3;PMEPA1;MERTK;PDLIM5;ELOVL5;TARP;DBI;TMEM50A;ZBTB10;GNAI3;STEAP4;CCND1;MAF"
"HALLMARK_COMPLEMENT",0.00089627082833945,0.00280084633856078,0.477270815362862,0.305751273200613,1.53561006139707,200,"DOCK10;CP;CEBPB;PLSCR1;MAFF;F3;HSPA1A;FN1;KYNU;LAMP2;PRCP;CPM;GNB4;DGKG;IL6;CA2;CFB;EHD1;ANXA5;CASP4;DYRK2;MMP14;GPD2;TNFAIP3;LGALS3;PIM1;DOCK4;PHEX;HSPA5;PLAUR;ADRA2B;CDK5R1;IRF1;CALM1;CBLB;MMP8;CASP7;C1S;GNAI3;ERAP2;RASGRP1;GP1BA;APOBEC3G;PLEK;XPNPEP1;CTSS;PSMB9;CD46;NOTCH4"
"HALLMARK_P53_PATHWAY",0.00171352261378565,0.00475978503829348,0.45505986738723,0.296939391165648,1.49135312479927,200,"NHLH2;TXNIP;NDRG1;DDIT4;GADD45A;RPS12;ZFP36L1;TAP1;SLC7A11;DDB2;SFN;ATF3;TOB1;TGFA;DRAM1;FOS;CCNG1;HEXIM1;KLF4;RB1;WWP1;SDC1;KIF13B;MKNK2;BMP2;RGS16;JUN;LIF;TPD52L1;TM4SF1;CDK5R1;ANKRA2;EPHA2;PCNA;MAPKAPK3;ZBTB16;SPHK1;APAF1;SESN1;SLC19A2;SP1;STEAP3;HMOX1;VDR;CDKN1A;IRAK1;NUDT15;F2R;S100A10;ST14;AEN;RAD9A;NOTCH1;PERP;RPL18;BTG2;TNFSF9;CDKN2AIP;PITPNC1;ITGB4;IER3;TCHH;IFI30"
"HALLMARK_ALLOGRAFT_REJECTION",0.00282655827271045,0.00743831124397487,0.431707695803346,0.289981611771819,1.45640826281946,200,"NCR1;STAB1;TGFB2;TAP1;RPS3A;IL7;IL6;GPR65;SRGN;RPL9;ETS1;CCL2;IL2RG;IL11;PRF1;INHBA;IL4R;FGR;NPM1;CCL11;LIF;IL12A;CD3D;MAP3K7;GBP2;CD3E;IFNAR2;ICAM1;CSF1;PTPRC;EREG;HLA-DRA;CCL13;TNF;TLR2;RPL3L;CCL4;KLRD1;IL16;CD80;TLR6;CD1D;PF4;F2R;CTSS;TLR1;FASLG;FYB1;IFNGR1;CD40;B2M;IFNG;HLA-E;ELF4;IRF4;GZMB;ZAP70;NCF4;IL10;BRCA1;RIPK2;DARS1;ITGB2;HCLS1;GZMA;HLA-DMB;CD96;MBL2;ACHE;IFNGR2"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0135073694118762,0.0337684235296904,0.380730400722792,0.344142723578444,1.44812807110348,74,"TP53INP1;PLSCR1;SCD;ATF3;HSD17B7;MVK;NFIL3;PPARG;ANXA5;SEMA3B;FADS2;ERRFI1;LGALS3;PLAUR;GNAI1;CD9;CPEB2;NIBAN1;GPX8;GLDC;LDLR;LPL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0190157559970388,0.0396161583271641,0.352487857583619,0.318577804415049,1.41213576472694,97,"PLSCR1;TXNIP;ELF1;RTP4;TAP1;IL7;PARP14;PARP9;BST2;PNPT1;CXCL10;LPAR6;STAT2;CNP;IL4R;GBP2;IRF1;CSF1;OAS1;C1S;HLA-C;EPSTI1;BATF2;IFITM1;IFI27;PARP12;PSMB9;TRIM26;CCRL2;TRIM25;B2M;TDRD7;SELL;IRF2;IFI30;ISG20;TRIM21"
"HALLMARK_NOTCH_SIGNALING",0.0674698795180723,0.108822386319471,0.271288554688953,0.394748399804601,1.3675318943388,32,"FZD7;DLL1;TCF7L2;NOTCH2;FZD5;MAML2;FZD1;CCND1;NOTCH3;FBXW11;NOTCH1;LFNG;HES1;APH1A;ARRB1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0155769412109561,0.0344781444534697,0.380730400722792,0.266118669910306,1.3365586437697,200,"CD44;SERPINA3;AFF1;ZFP36;ATP2B4;GPER1;DNAJC1;PLXNB1;SGK1;SFN;TFAP2C;MYOF;TOB1;PAPSS2;SLC26A2;CA2;SLC22A5;SEMA3B;CALCR;FOS;KLK10;KLF4;PDLIM3;FGFR3;FKBP5;BCL2;CACNA2D2;ADD3;EMP2;TPD52L1;ELOVL5;NRIP1;RBBP8;CD9;UGDH;CAV1;RPS6KA2;CCND1;LAMC2;HSPB8;LLGL2;PDCD4;SLC7A5;PTGES;ID2;KCNK5;ST14;RAB31;CDH1;RET;PERP;TH;CXCL12;MICB;IL17RB"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.08274231678487,0.129284869976359,0.241339976815091,0.350272338287468,1.31603222224232,42,"LEF1;DLL1;WNT6;FZD8;GNAI1;FZD1;HDAC5;MAML1;ADAM17;NOTCH4;NOTCH1;NUMB;TP53;NKD1;PTCH1;AXIN2"
"HALLMARK_APICAL_SURFACE",0.119047619047619,0.175070028011204,0.199915231309662,0.340777054929571,1.29290408081704,44,"ADAM10;ADIPOR2;SLC34A3;NCOA6;ATP8B1;CRYBG1;IL2RG;PLAUR;MAL;CD160;GAS1;DCBLD2"
"HALLMARK_COAGULATION",0.0340016747157172,0.0607172762780663,0.321775918075361,0.270288791141358,1.28175481379894,138,"VWF;MAFF;F3;PECAM1;GSN;FN1;LAMP2;CFI;A2M;CFB;MMP10;MMP14;ANXA1;TF;TIMP3;F9;FGG;MMP7;CD9;P2RY1;MMP8;THBD;C1S;SPARC;GNG12;C8B;GP1BA;MEP1A;PLEK;ITGB3;PF4"
"HALLMARK_MITOTIC_SPINDLE",0.0421064376820335,0.0725973063483336,0.321775918075361,0.246488136711327,1.24107195592813,198,"PALLD;KIF5B;EZR;GSN;ANLN;SMC1A;HOOK3;PXN;NOTCH2;SEPTIN9;CNTRL;MID1IP1;LATS1;ITSN1;RICTOR;PCGF5;CD2AP;DOCK4;CDC42EP2;APC;SSH2;SUN2;NET1;DST;PDLIM5;WASF2;ARAP3;BIRC5;ARHGEF3;CTTN;SPTBN1;SMC3;FGD4;KIF2C;RAB3GAP1;ALMS1;ROCK1;PLEKHG2;PPP4R2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.113513513513514,0.171990171990172,0.219250346703755,0.274393265000319,1.24093661122868,105,"ITPR2;PPP2R1B;TNFRSF1A;SFN;GNA14;PIK3R3;CDK2;MAP2K3;IL2RG;STAT2;RPS6KA3;MKNK2;GRK2;MAP3K7;RIT1;CXCR4;SLC2A1;NOD1;IRAK4;RIPK1;MYD88;MAPK1;PIKFYVE;MAPKAP1;CDKN1A;CDK1;CDKN1B;UBE2D3;PRKAR2A;PTPN11;FASLG;MKNK1"
"HALLMARK_ANGIOGENESIS",0.197674418604651,0.267127592708988,0.150169802128406,0.320297446269951,1.16474992615776,36,"SPP1;VCAN;ITGAV;FSTL1;CXCL6;STC1;THBD;LPL;KCNJ8;PF4"
