"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006163","purine nucleotide metabolic process","98/2848","425/16355",0.230588235294118,1.32418208856576,3.10941101200844,0.00159445450098832,0.266095978117934,0.257416464597273,"BAD/GPI/PFKM/ALDOA/NADSYN1/ATP5MC1/NDUFS7/ATP5MF/ADSL/G6PD/NDUFB4/ND6/ATP5F1D/AMPD2/TPI1/NADK2/TJP2/PFKFB3/HSPA1A/NDUFB7/AK4/HK2/NADK/NDUFV3/IMPDH2/NME7/ATP5F1B/NDUFS6/NDUFV1/PDE4C/ANTKMT/ALDOC/KAT2B/LDHA/ACACB/PGM1/NDUFS1/ATP5F1C/AK1/ADCY9/PKM/MTHFD1/NDUFB11/OLA1/HTR2A/APRT/DDIT4/ENO1/DNM1L/ATP6V0C/NDUFA7/RHOQ/GAPDH/FDXR/NAPRT/PPARA/PC/BPNT1/TREX1/NDUFA3/ATP1A2/SLC2A6/SRC/GPD1L/PGLS/NDUFA10/HSPA1B/UCHL1/TPST1/GIMAP7/GPD2/NUDT2/STAT3/PCK2/SIRT6/KYNU/NPR2/P2RX7/RPTOR/LRRK2/ADCY7/HAAO/DCXR/PGK1/SULT1A3/NDUFB5/OGDHL/FMO2/SDHB/UCP2/ADCY5/ALDH1L1/ABCC9/PDE8A/PAPSS2/MLST8/GART/NDUFS8",98
"GO:0046785","microtubule polymerization","30/2848","101/16355",0.297029702970297,1.70573061519635,3.26679630991496,0.00160789442737435,0.266095978117934,0.257416464597273,"RPS3/TUBG1/TUBB4A/TUBGCP6/CLIP3/SLAIN1/TUBG2/INPP5J/HSPA1A/NME7/CKAP5/MET/TUBGCP2/STMN1/TPX2/TUBGCP4/STMN2/SNCA/HAUS4/FES/NDE1/HSPA1B/NEDD1/MAPRE3/HAUS2/PRUNE1/MAP7D3/WDR72/CDK5R1/HAUS3",30
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","21/2848","63/16355",0.333333333333333,1.91420880149813,3.33834342218843,0.00163567110716494,0.266095978117934,0.257416464597273,"BAD/PRDX2/IFI6/HSPA1A/BAG3/MCL1/PPP2R1B/MAP2K5/BCL2/PPP1CA/MKNK2/HSPA1B/BAX/ERBB3/TERT/AKT1/SGK3/BCL2A1/ITGAV/GDNF/IL7",21
"GO:0006836","neurotransmitter transport","53/2848","206/16355",0.257281553398058,1.47747184193302,3.16673044275469,0.00164735139552208,0.266095978117934,0.257416464597273,"ABCC8/SYNGR3/STXBP1/CSPG5/CDK5/CPLX1/STX1B/SLC38A2/TOR1A/SLC1A6/SLC4A8/SLC17A7/NAPA/UNC13A/RIMS1/SLC17A6/RPH3A/SYN1/PNKD/SYT7/RAB3GAP1/TPRG1L/GFAP/NRXN1/CPLX2/SEPTIN5/LIN7B/LIN7C/SLC32A1/SNCA/SYT5/ATP1A2/SLC1A3/GPM6B/DOC2A/SNCG/SNAP23/FMR1/PIP5K1C/NRXN2/BAIAP3/GPER1/P2RX7/LRRK2/ADORA2A/SLC30A1/RAB3A/GDNF/BRSK1/ICA1/PPFIA3/SLC6A16/RPH3AL",53
"GO:0042158","lipoprotein biosynthetic process","20/2848","59/16355",0.338983050847458,1.94665301847267,3.34486705581967,0.00166054730585304,0.266095978117934,0.257416464597273,"GBA1/CLIP3/WDR45/GOLGA7/ZDHHC20/ABCA1/ZDHHC16/ALOX12B/RAB3GAP1/NMT2/UGCG/PORCN/GLUL/WDR45B/PIK3C3/ATG10/ZDHHC2/ZDHHC12/ATG101/LCAT",20
"GO:0033673","negative regulation of kinase activity","42/2848","155/16355",0.270967741935484,1.55606650960493,3.19401992138837,0.00167585924431958,0.266095978117934,0.257416464597273,"GBA1/TSC2/PDPK1/WWTR1/ZGPAT/MIDN/TESK1/LATS1/MEN1/KAT2B/HIPK3/NPRL2/PTPN2/THY1/MAPK8IP1/RB1/CHORDC1/CDKN1C/NPM1/IRS2/LATS2/SNCA/ERRFI1/SOCS4/CEP43/IPO7/PTK6/UCHL1/PAK2/HEXIM2/GADD45A/PPM1E/SFN/AKT1/SERPINB3/DUSP10/HSPB1/STK38/CEP85/NR2F2/APC/CHMP6",42
"GO:0071394","cellular response to testosterone stimulus","7/2848","12/16355",0.583333333333333,3.34986540262172,3.73912736834271,0.00168411415330591,0.266095978117934,0.257416464597273,"IGF1R/SPP1/MSN/NCOA4/ELK1/SRD5A1/SIRT1",7
"GO:0019362","pyridine nucleotide metabolic process","45/2848","169/16355",0.266272189349112,1.52910170533874,3.17479205526927,0.00171873851384555,0.266095978117934,0.257416464597273,"GPI/PFKM/ALDOA/NADSYN1/G6PD/TPI1/NADK2/PFKFB3/HK2/NADK/ALDOC/KAT2B/LDHA/ACACB/PGM1/PKM/HTR2A/DDIT4/ENO1/GAPDH/FDXR/NAPRT/PPARA/PC/TREX1/SLC2A6/SRC/GPD1L/PGLS/UCHL1/GPD2/STAT3/PCK2/SIRT6/KYNU/P2RX7/RPTOR/HAAO/DCXR/PGK1/OGDHL/FMO2/UCP2/ALDH1L1/MLST8",45
"GO:0046496","nicotinamide nucleotide metabolic process","45/2848","169/16355",0.266272189349112,1.52910170533874,3.17479205526927,0.00171873851384555,0.266095978117934,0.257416464597273,"GPI/PFKM/ALDOA/NADSYN1/G6PD/TPI1/NADK2/PFKFB3/HK2/NADK/ALDOC/KAT2B/LDHA/ACACB/PGM1/PKM/HTR2A/DDIT4/ENO1/GAPDH/FDXR/NAPRT/PPARA/PC/TREX1/SLC2A6/SRC/GPD1L/PGLS/UCHL1/GPD2/STAT3/PCK2/SIRT6/KYNU/P2RX7/RPTOR/HAAO/DCXR/PGK1/OGDHL/FMO2/UCP2/ALDH1L1/MLST8",45
"GO:0019915","lipid storage","28/2848","93/16355",0.301075268817204,1.72896278844992,3.23714680020567,0.00181056509924162,0.270390693158177,0.261571094704542,"BSCL2/GBA1/NFKBIA/RNF213/DGAT1/B4GALNT1/SOAT1/ACACB/EHD1/VSTM2A/ABCA1/NPC1/PTPN2/CRY1/PPARA/NEGR1/AUP1/CPT1A/NR1H2/SQLE/OSBPL11/IL6/ALKBH7/PPARG/SIRT1/ITGAV/NRIP1/ANGPTL3",28
